Тема,Заголовок,Застройщик,Приоритет застройщика,Приоритет от стейкхолдеров,Дата создания,Модуль,Состояние пожелания,ID задачи
Фиксация: Агенты,Фиксация: продление на стороне агента,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 10:56,Агентства (cashback),Зафиксировано,HELPDESK-5353
Фиксация: Агенты,Фиксация: Оповещение застройщика о неуспешной повторной фиксации,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 10:59,Агентства (cashback),Зафиксировано,HELPDESK-5354
Фиксация: Агенты,Фиксация: видимость в црм истории и статуса,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 11:07,Агентства (cashback),Зафиксировано,HELPDESK-5355
Фиксация: Агенты,Фиксация: уведомление агента о смене статуса его фиксации,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 11:18,Агентства (cashback),Зафиксировано,HELPDESK-5357
Фиксация: Агенты,Доработка фиксации клиента,АльфаСтройИнвест,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,19 нояб. 2025 12:16,Агентства (cashback),Рассматривает разработка,HELPDESK-6186
Фиксация: Агенты,"Сделать при фиксации клиента поле ""Объект"" необязательным",ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,26 мар. 2025 10:37,Агентства (cashback),В разработке,HELPDESK-4668
Фиксация: Общие,Фиксация: управление застройщиком фиксацией,ЛенРусСтрой,A,Нет: приоритет от стейкхолдера,14 июл. 2025 11:10,—,Зафиксировано,HELPDESK-5356
Шаблоны: ДДУ,Выгружать остаток платежа по рассрочке в шаблон договора,Элемент,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,1 дек. 2023 20:20,Конструктор документов (docgen),Зафиксировано,HELPDESK-67
Шаблоны: ДДУ,Добавить поле для генерации даты доп. соглашения,Эффект Девелопмент,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,12 янв. 2026 12:53,Управление шаблонами (templates),Рассматривает разработка,HELPDESK-6486
Шаблоны: ДДУ,Некорректное тестирование шаблона,Эволюция,C,Нет: приоритет от стейкхолдера,24 июл. 2024 13:31,Конструктор документов (docgen),Зафиксировано,HELPDESK-2483
Шаблоны: ДДУ,Добавить для полей ИПОТЕКА_СРОК_МЕС и ИПОТЕКА_ПРОЦЕНТ текстовое значение,Бауинвест,A,Нет: приоритет от стейкхолдера,31 окт. 2025 10:06,Управление шаблонами (templates),В очереди на разработку,HELPDESK-6054
Шаблоны: Массовые операции,Добавить возможность массового удаления и деактивации шаблонов,Макси,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,25 дек. 2025 10:56,Управление шаблонами (templates),Рассматривает аккаунт,HELPDESK-6426
Шаблоны: Общие,Добавить двоеточие при генерации договора по полю Дольщик_Паспорт,Верен,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,1 нояб. 2025 14:18,Управление шаблонами (templates),Рассматривает аккаунт,HELPDESK-6064
Шаблоны: Общие,"В анализе по дебиторке выгружается только один лист, а не вся таблица",Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,10 нояб. 2025 14:05,Конструктор документов (docgen),Зафиксировано,HELPDESK-6105
Шаблоны: Общие,"Выгружать в договор даты в формате ""01.01.2001"", а не в формате ""1.01.2001",Ханса,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,10 янв. 2025 15:41,Конструктор документов (docgen),Зафиксировано,HELPDESK-4019
Шаблоны: Общие,Добавить форматирование для полей с массивом данных,Бауинвест,B,Нет: приоритет от стейкхолдера,11 нояб. 2025 12:02,Управление шаблонами (templates),Зафиксировано,HELPDESK-6119
Шаблоны: Общие,Добавить возможность склонения ФИО клиента при генерации договоров,Макси,C,Нет: приоритет от стейкхолдера,12 дек. 2023 17:40,Конструктор документов (docgen),Зафиксировано,HELPDESK-233
Шаблоны: Общие,Добавить настройки в Управление шаблонами договоров,Макрострой,B,Нет: приоритет от стейкхолдера,12 мар. 2025 10:56,Управление шаблонами (templates),Зафиксировано,HELPDESK-4556
Шаблоны: Общие,Добавить возможность оплаты расхождения по ПИБ по QR-код,ЮСИ,C,Нет: приоритет от стейкхолдера,13 февр. 2024 14:56,Управление шаблонами (templates),Зафиксировано,HELPDESK-917
Шаблоны: Общие,Информация по доплате ПИБ не выгружается в договор,Амград,A,Нет: приоритет от стейкхолдера,16 июл. 2025 15:20,Управление шаблонами (templates),В очереди на разработку,HELPDESK-5390
Шаблоны: Общие,Реализовать договоры Чистовой отделки,УДС,A,Нет: приоритет от стейкхолдера,2 дек. 2025 08:29,Конструктор документов (docgen),Рассматривает аккаунт,HELPDESK-6260
Шаблоны: Общие,"Выгружать в договор даты в формате ""01.01.2001"", а не в формате ""1.01.2001"".",Аквилон,B,Нет: приоритет от стейкхолдера,22 мая 2024 10:51,Конструктор документов (docgen),Зафиксировано,HELPDESK-1811
Шаблоны: Общие,Добавить параметр для выгрузки в шаблоны кадастрового номера земельного участка из карточки объекта,Амград,B,Нет: приоритет от стейкхолдера,25 авг. 2025 16:44,Управление шаблонами (templates),Зафиксировано,HELPDESK-5675
Шаблоны: Общие,Дать возможность генерировать акты и письма до создания КС,Формула Сити,C,Нет: приоритет от стейкхолдера,25 июл. 2024 15:50,Конструктор документов (docgen),Зафиксировано,HELPDESK-2501
Шаблоны: Общие,"Добавить для комм помещений параметр ""Мощность"" и поле для выгрузки этого параметра в шаблон",Аквилон,B,Нет: приоритет от стейкхолдера,25 мар. 2024 12:29,Конструктор документов (docgen),Зафиксировано,HELPDESK-1342
Шаблоны: Общие,"Добавить тип договора ""Согласие на обработку персональных данных",Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,29 авг. 2025 13:07,Управление шаблонами (templates),Рассматривает аккаунт,HELPDESK-5701
Шаблоны: Общие,Добавить тип договора - Договор дарения,Амград,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,3 дек. 2025 09:08,Управление шаблонами (templates),Рассматривает разработка,HELPDESK-6273
Шаблоны: Общие,Добавить возможность удалять несколько шаблонов,Амград,C,Нет: приоритет от стейкхолдера,30 апр. 2025 13:35,Управление шаблонами (templates),Зафиксировано,HELPDESK-4920
Шаблоны: Общие,Добавить поле для генерации графика платежей в календарных днях,УДС,C,Нет: приоритет от стейкхолдера,8 дек. 2025 12:18,Управление шаблонами (templates),Рассматривает разработка,HELPDESK-6306
Шаблоны: Общие,При массовом выборе шаблонов заблокированы настройки,Формула Сити,B,Нет: приоритет от стейкхолдера,9 янв. 2025 15:40,Управление шаблонами (templates),Зафиксировано,HELPDESK-4013
Шахматка: Визуализация,"Добавить в легенду шахматки новый цвет для проданных квартир, в которых произошли изменения",Элемент,C,Нет: приоритет от стейкхолдера,30 окт. 2025 11:56,Шахматка (layout),Рассматривает аккаунт,HELPDESK-6045
Шахматка: Общие,"Добавить 100% стоимость м2 в Excel шахматки вида ""Планировки",Аквилон,A,Нет: приоритет от стейкхолдера,17 апр. 2024 13:14,Шахматка (layout),Зафиксировано,HELPDESK-1565
Шахматка: Общие,Добавить в статистику шахматки информацию по суммам и проданным метрам,Макси,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,21 нояб. 2025 12:04,Шахматка (layout),Рассматривает разработка,HELPDESK-6203
Шахматка: Общие,Отображать агентам помещения в корп.резерве и цену в шахматке,Аквилон,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,21 нояб. 2025 17:33,Права (access),Рассматривает разработка,HELPDESK-6206
Шахматка: Общие,Добавить в адаптивной шахматке Список изображения планировок в ячейки,Элемент,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,26 мар. 2024 16:15,Шахматка (layout),Зафиксировано,HELPDESK-1362
Шахматка: Общие,Разрешить юзерам удалять объекты и шахматки,ALLIO Dev,Нет: приоритет застройщика,Нет: приоритет от стейкхолдера,30 дек. 2025 12:19,Права (access),Не делаем,HELPDESK-6465
Шахматка: Общие,Учитывать незаполненные ячейки при импорте МР,Атлас,A,Нет: приоритет от стейкхолдера,30 сент. 2025 08:49,Шахматка (layout),Зафиксировано,HELPDESK-5875
Шахматка: Общие,Добавить ограничение прав для агентов по ЖК и помещениям,УДС,A,Нет: приоритет от стейкхолдера,7 нояб. 2025 07:54,Права (access),Рассматривает разработка,HELPDESK-6088
