Тема,Заголовок,Застройщик,Приоритет застройщика,Приоритет от стейкхолдеров,Дата создания,Модуль,Состояние пожелания,ID задачи
Шаблоны: Общие,Добавить параметр для выгрузки в шаблоны кадастрового номера земельного участка из карточки объекта,Амград,B,Нет: приоритет от стейкхолдера,25 авг. 2025 16:44,Управление шаблонами (templates),Зафиксировано,HELPDESK-5675
Шаблоны: Общие,Добавить дополнительные поля для генерации документов по шаблону,Амград,A,Нет: приоритет от стейкхолдера,27 янв. 2025 12:29,Управление шаблонами (templates),Зафиксировано,HELPDESK-4130
Шаблоны: Общие,Изменить длинное название СНИЛС на аббревиатуру в шаблоне договоров,Верен,B,Нет: приоритет от стейкхолдера,7 мая 2025 15:41,Управление шаблонами (templates),Зафиксировано,HELPDESK-4952
Шаблоны: Общие,При массовом выборе шаблонов заблокированы настройки,Формула Сити,B,Нет: приоритет от стейкхолдера,9 янв. 2025 15:40,Управление шаблонами (templates),Зафиксировано,HELPDESK-4013
Шахматка: Общие,Указывать при переходе на шахматки кол-во выбранного типа помещений,Аквилон,A,Нет: приоритет от стейкхолдера,10 апр. 2025 09:24,Галерея (building),Зафиксировано,HELPDESK-4785
Шахматка: Общие,Добавить в табличную шахматку столбец Высота потолка,УДС,B,Нет: приоритет от стейкхолдера,18 июн. 2025 09:21,Шахматка (layout),Зафиксировано,HELPDESK-5190
Шахматка: Общие,Добавить возможность отменить старт продаж,Плюс,A,Нет: приоритет от стейкхолдера,25 июн. 2025 18:00,Карточка объекта (building),Зафиксировано,HELPDESK-5248
Шахматка: Общие,Сделать предпросмотр добавляемых изображений,Плюс,B,Нет: приоритет от стейкхолдера,30 апр. 2025 12:01,Массовый редактор (masseditor),Сообщено клиенту,HELPDESK-4918
Шахматка: Общие,Учитывать незаполненные ячейки при импорте МР,Атлас,A,Нет: приоритет от стейкхолдера,30 сент. 2025 08:49,Шахматка (layout),Зафиксировано,HELPDESK-5875
Шахматка: Общие,"Можно ли связывать ячейки помещений, чтобы продать их можно было только парой",Атлас,B,Нет: приоритет от стейкхолдера,31 янв. 2025 15:32,Шахматка (layout),Зафиксировано,HELPDESK-4200
Шахматка: Общие,Можно ли настроить чтобы настройки не слетали после сброса кэша,Амград,B,Нет: приоритет от стейкхолдера,4 июн. 2025 09:48,Шахматка (layout),Рассматривает разработка,HELPDESK-5105
Шахматка: Общие,Добавить в шахматку сохранение выбранных фильтров,Аквилон,B,Нет: приоритет от стейкхолдера,7 апр. 2025 14:29,Шахматка (layout),Зафиксировано,HELPDESK-4750
Шахматка: Общие,Добавить ограничение прав для агентов по ЖК и помещениям,УДС,A,Нет: приоритет от стейкхолдера,7 нояб. 2025 07:54,Права (access),Рассматривает разработка,HELPDESK-6088
Шахматка: Статусы,Добавить в шахматку новые статусы для работы с корп резервом,Плюс,A,A,17 янв. 2025 19:49,Шахматка (layout),Зафиксировано,HELPDESK-4070
